alias,categories,coordinates,display_phone,hours,yelp_id,image_url,is_claimed,is_closed,display_address,address1,address2,address3,city,state,zip_code,country,business_name,phone,price,rating,review_count,transactions,yelp_url
woodgrain-neapolitan-pizza-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.788406, 'longitude': -87.741734}",(773) 582-4450,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",MFe_fnDkGdsUk9nV5U2VNg,https://s3-media1.fl.yelpcdn.com/bphoto/vz4xaTp3wY65g8McXr-NTA/o.jpg,True,False,"['5700 S Cicero Ave', 'Chicago, IL 60638']",5700 S Cicero Ave,,,Chicago,IL,60638,US,Woodgrain Pizzeria,+17735824450,,3.5,18,[],https://www.yelp.com/biz/woodgrain-neapolitan-pizza-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
natys-pizza-chicago-3,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 41.84405, 'longitude': -87.72155}",(773) 277-8644,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2330', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2330', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",MCxb7FbvsCQGYuapmmjlHA,https://s3-media2.fl.yelpcdn.com/bphoto/t39lBoCzo3skK5kKc1s0gw/o.jpg,False,False,"['3849 W 26th St', 'Chicago, IL 60623']",3849 W 26th St,,,Chicago,IL,60623,US,Naty's Pizza,+17732778644,$,3.5,8,"['pickup', 'delivery']",https://www.yelp.com/biz/natys-pizza-chicago-3?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
subway-chicago-58,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 41.9391689539766, 'longitude': -87.6676740887537}",(773) 244-2266,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",FCKdIs-Na3ocJqH59XMJkw,https://s3-media4.fl.yelpcdn.com/bphoto/KsXRDiCPnTmUN71WvbGVIg/o.jpg,True,False,"['3167 N Lincoln Ave', 'Chicago, IL 60657']",3167 N Lincoln Ave,,,Chicago,IL,60657,US,Subway,+17732442266,$,3.0,7,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-chicago-58?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
beograd-cafe-chicago,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'modern_european', 'title': 'Modern European'}]","{'latitude': 41.95371, 'longitude': -87.70216}",(773) 478-7575,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",91ARglBbekWzfpcouA1GtA,https://s3-media2.fl.yelpcdn.com/bphoto/g3L8dSVU7RnC6hbjr-jGew/o.jpg,True,False,"['2933 W Irving Park Rd', 'Chicago, IL 60618']",2933 W Irving Park Rd,,,Chicago,IL,60618,US,Beograd Cafe,+17734787575,$$,4.0,183,"['pickup', 'delivery']",https://www.yelp.com/biz/beograd-cafe-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
shinya-ramen-house-chicago-3,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'izakaya', 'title': 'Izakaya'}]","{'latitude': 41.8352, 'longitude': -87.64657}",(312) 877-6008,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",J2k5JinpSnwiwD0Q_q5taw,https://s3-media3.fl.yelpcdn.com/bphoto/-8RKVolLOXfhSE7ZeG_Gfg/o.jpg,True,False,"['3240 S Halsted St', 'Chicago, IL 60608']",3240 S Halsted St,,,Chicago,IL,60608,US,Shinya Ramen House,+13128776008,$$,4.0,79,"['pickup', 'delivery']",https://www.yelp.com/biz/shinya-ramen-house-chicago-3?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
cafe-tola-chicago,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 41.9474121183157, 'longitude': -87.6640179008245}",(773) 687-8428,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",jFuAPa4aUHLHVv_pCQB8oQ,https://s3-media4.fl.yelpcdn.com/bphoto/BmcfiTtz4GR0TfYGuzk_VQ/o.jpg,True,False,"['3612 N Southport Ave', 'Chicago, IL 60613']",3612 N Southport Ave,,,Chicago,IL,60613,US,Cafe Tola,+17736878428,$,4.5,262,"['delivery', 'pickup']",https://www.yelp.com/biz/cafe-tola-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
picante-taqueria-chicago-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9034442, 'longitude': -87.6780625}",(773) 328-8800,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0230', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0330', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",EMj-Ke8PAxA0ppWbcsirAg,https://s3-media2.fl.yelpcdn.com/bphoto/VSfffyyILadHHA1WBYqIog/o.jpg,True,False,"['2018 W Division St', 'Chicago, IL 60622']",2018 W Division St,,,Chicago,IL,60622,US,Picante Taqueria,+17733288800,$,3.5,329,"['delivery', 'pickup']",https://www.yelp.com/biz/picante-taqueria-chicago-2?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
ivy-hotel-chicago,"[{'alias': 'hotels', 'title': 'Hotels'}]","{'latitude': 41.8932330762828, 'longitude': -87.6214386091051}",(312) 335-5444,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",TKfvCXVQ6xcQIXPGfLLIQA,https://s3-media2.fl.yelpcdn.com/bphoto/CxZLOiiRwltmN0ETvEr5Uw/o.jpg,True,False,"['233 E Ontario St', 'Chicago, IL 60611']",233 E Ontario St,,,Chicago,IL,60611,US,IVY Hotel,+13123355444,$$$,3.5,147,[],https://www.yelp.com/biz/ivy-hotel-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
kitchenette-chicago,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 41.951036, 'longitude': -87.6687671}",(773) 244-9300,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1630', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",YWgw3jTxzMzrW-C6iLC3BQ,https://s3-media3.fl.yelpcdn.com/bphoto/jJfhu0eSiFqo9WIDOfkdlA/o.jpg,False,True,"['3811 N Ashland Ave', 'Chicago, IL 60613']",3811 N Ashland Ave,,,Chicago,IL,60613,US,Kitchenette,+17732449300,$$,3.5,175,"['delivery', 'pickup']",https://www.yelp.com/biz/kitchenette-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
sp-kebab-chicago-4,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'modern_european', 'title': 'Modern European'}]","{'latitude': 42.005643, 'longitude': -87.660959}",(773) 856-3755,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",JOiHzz9wPgLhkxjkrvSMgQ,https://s3-media2.fl.yelpcdn.com/bphoto/vWRls1N-hdEho3h36lGn4w/o.jpg,True,False,"['6808 N Sheridan Rd', 'Chicago, IL 60626']",6808 N Sheridan Rd,,,Chicago,IL,60626,US,SP Kebab,+17738563755,$,4.5,371,"['delivery', 'pickup']",https://www.yelp.com/biz/sp-kebab-chicago-4?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
piezanos-pizza-and-grinder-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 41.808206, 'longitude': -87.6895068}",(773) 376-0808,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",6kZHqkNAu2rL63y04Z4XhA,https://s3-media4.fl.yelpcdn.com/bphoto/JWQY1P9xuRbzLKmSfynt1w/o.jpg,False,False,"['2601 W 47th St', 'Chicago, IL 60632']",2601 W 47th St,,,Chicago,IL,60632,US,Piezano's Pizza & Grinder,+17733760808,$,2.5,26,"['pickup', 'delivery']",https://www.yelp.com/biz/piezanos-pizza-and-grinder-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
ivy-hotel-chicago,"[{'alias': 'hotels', 'title': 'Hotels'}]","{'latitude': 41.8932330762828, 'longitude': -87.6214386091051}",(312) 335-5444,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",TKfvCXVQ6xcQIXPGfLLIQA,https://s3-media2.fl.yelpcdn.com/bphoto/CxZLOiiRwltmN0ETvEr5Uw/o.jpg,True,False,"['233 E Ontario St', 'Chicago, IL 60611']",233 E Ontario St,,,Chicago,IL,60611,US,IVY Hotel,+13123355444,$$$,3.5,147,[],https://www.yelp.com/biz/ivy-hotel-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
ivy-hotel-chicago,"[{'alias': 'hotels', 'title': 'Hotels'}]","{'latitude': 41.8932330762828, 'longitude': -87.6214386091051}",(312) 335-5444,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",TKfvCXVQ6xcQIXPGfLLIQA,https://s3-media2.fl.yelpcdn.com/bphoto/CxZLOiiRwltmN0ETvEr5Uw/o.jpg,True,False,"['233 E Ontario St', 'Chicago, IL 60611']",233 E Ontario St,,,Chicago,IL,60611,US,IVY Hotel,+13123355444,$$$,3.5,147,[],https://www.yelp.com/biz/ivy-hotel-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
yatai-asian-street-food-chicago,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 41.9955, 'longitude': -87.66083}",(773) 961-8000,,OaBydYeLPOtpQXaU5DdQnw,https://s3-media1.fl.yelpcdn.com/bphoto/oeJer6BuXmtkuv4R5UytYQ/o.jpg,False,False,"['6230 N Broadway St', 'Chicago, IL 60660']",6230 N Broadway St,,,Chicago,IL,60660,US,Yatai Asian Street Food,+17739618000,,4.5,17,['delivery'],https://www.yelp.com/biz/yatai-asian-street-food-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
i-57-rib-house-chicago-3,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'bbq', 'title': 'Barbeque'}]","{'latitude': 41.6849649, 'longitude': -87.6607966}",(773) 429-1111,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",md7_viEiOixRVSRlSsJPQQ,https://s3-media3.fl.yelpcdn.com/bphoto/Pl_qDUu_xIkRuUUBxbrw7w/o.jpg,False,False,"['1524 W 115th St', 'Chicago, IL 60643']",1524 W 115th St,,,Chicago,IL,60643,US,I-57 Rib House,+17734291111,$$,2.5,115,[],https://www.yelp.com/biz/i-57-rib-house-chicago-3?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
lindo-guadalajara-chicago,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 41.9687006, 'longitude': -87.6672671}",(773) 961-7621,"[{'open': [{'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 0}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 1}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 2}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 3}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 4}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 5}, {'is_overnight': True, 'start': '0900', 'end': '0900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",K5LIqjp0TxILVedUgORIxw,https://s3-media1.fl.yelpcdn.com/bphoto/u2c9NTRHd9kEXRNstsPI6g/o.jpg,False,False,"['4761 N Clark St', 'Chicago, IL 60640']",4761 N Clark St,,,Chicago,IL,60640,US,Lindo Guadalajara,+17739617621,$,3.5,119,[],https://www.yelp.com/biz/lindo-guadalajara-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
jj-fish-and-chicken-chicago-9,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]","{'latitude': 41.896669, 'longitude': -87.706835}",(773) 533-1995,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",8Mlal87EojIecsOPQgMiNw,https://s3-media2.fl.yelpcdn.com/bphoto/cw0iNuG0F9B7dRfMdY02ng/o.jpg,False,False,"['800 N Kedzie Ave', 'Chicago, IL 60651']",800 N Kedzie Ave,,,Chicago,IL,60651,US,JJ Fish & Chicken,+17735331995,$,2.5,11,[],https://www.yelp.com/biz/jj-fish-and-chicken-chicago-9?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
zizis-cafe-chicago,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'kebab', 'title': 'Kebab'}]","{'latitude': 41.9333149343307, 'longitude': -87.6537242180222}",(773) 697-9228,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2230', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2130', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",wzw3aysUi9sBq-wLb6OXbQ,https://s3-media3.fl.yelpcdn.com/bphoto/oyHaH-4_e7cXIow9pZFWCg/o.jpg,True,False,"['2825 N Sheffield Ave', 'Chicago, IL 60657']",2825 N Sheffield Ave,,,Chicago,IL,60657,US,Zizi's Cafe,+17736979228,$$,4.5,550,"['delivery', 'pickup']",https://www.yelp.com/biz/zizis-cafe-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
barracos-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 41.72097, 'longitude': -87.675157}",(773) 881-4040,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",t6SM4QHmDkpmP-BW_PBZKQ,https://s3-media4.fl.yelpcdn.com/bphoto/vxX3DLVfrQXWxRR_qYDEoA/o.jpg,False,False,"['2105 W 95th St', 'Chicago, IL 60643']",2105 W 95th St,,,Chicago,IL,60643,US,Barraco's,+17738814040,$$,2.5,42,"['delivery', 'pickup']",https://www.yelp.com/biz/barracos-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
pollos-asados-ocotlan-chicago,"[{'alias': 'tacos', 'title': 'Tacos'}]","{'latitude': 41.96127, 'longitude': -87.72152}",(872) 254-0939,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",EHpG7DJFCaFLEuirjwlT8A,https://s3-media4.fl.yelpcdn.com/bphoto/RbIDu5PsbXUjRmvg4MhNgw/o.jpg,False,False,"['3724 W Montrose Ave', 'Chicago, IL 60618']",3724 W Montrose Ave,,,Chicago,IL,60618,US,Pollos Asados Ocotlan,+18722540939,,4.5,2,"['pickup', 'delivery']",https://www.yelp.com/biz/pollos-asados-ocotlan-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
cedar-palace-chicago-2,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'falafel', 'title': 'Falafel'}]","{'latitude': 41.918054, 'longitude': -87.645757}",(312) 643-0933,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",bPiaa7fgHkC9l7B2HyS0aw,https://s3-media1.fl.yelpcdn.com/bphoto/gsSrEANsz72qQ6i5dV73zg/o.jpg,True,False,"['655 W Armitage Ave', 'Chicago, IL 60614']",655 W Armitage Ave,,,Chicago,IL,60614,US,Cedar Palace,+13126430933,$$,5.0,117,"['delivery', 'pickup']",https://www.yelp.com/biz/cedar-palace-chicago-2?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
lark-chicago,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 41.944925023994, 'longitude': -87.6492559999702}",(773) 799-8968,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0300', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",4x-JbY_XAybRGM6WQHF7HQ,https://s3-media1.fl.yelpcdn.com/bphoto/aBHpWGrftNfeE9Qa-1NU0w/o.jpg,True,False,"['3441 N Halsted St', 'Chicago, IL 60657']",3441 N Halsted St,,,Chicago,IL,60657,US,Lark,+17737998968,$$,4.0,172,"['pickup', 'delivery']",https://www.yelp.com/biz/lark-chicago?adjust_creative=US136sO1XMxv5IZZuaYfCg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=US136sO1XMxv5IZZuaYfCg
